"Date","LNU03008396"
1964-08-01,1589
1964-09-01,1645
1964-10-01,1570
1964-11-01,1604
1964-12-01,1572
1965-01-01,1808
1965-02-01,1626
1965-03-01,1469
1965-04-01,1562
1965-05-01,1568
1965-06-01,2466
1965-07-01,1715
1965-08-01,1521
1965-09-01,1564
1965-10-01,1358
1965-11-01,1543
1965-12-01,1340
1966-01-01,1680
1966-02-01,1406
1966-03-01,1298
1966-04-01,1397
1966-05-01,1553
1966-06-01,2482
1966-07-01,1720
1966-08-01,1526
1966-09-01,1487
1966-10-01,1368
1966-11-01,1486
1966-12-01,1474
1967-01-01,1707
1967-02-01,1584
1967-03-01,1408
1967-04-01,1314
1967-05-01,1285
1967-06-01,2453
1967-07-01,1843
1967-08-01,1537
1967-09-01,1810
1967-10-01,1653
1967-11-01,1651
1967-12-01,1367
1968-01-01,1552
1968-02-01,1697
1968-03-01,1461
1968-04-01,1224
1968-05-01,1279
1968-06-01,2510
1968-07-01,1836
1968-08-01,1593
1968-09-01,1672
1968-10-01,1439
1968-11-01,1567
1968-12-01,1303
1969-01-01,1661
1969-02-01,1427
1969-03-01,1412
1969-04-01,1369
1969-05-01,1352
1969-06-01,2349
1969-07-01,1858
1969-08-01,1600
1969-09-01,1863
1969-10-01,1733
1969-11-01,1555
1969-12-01,1373
1970-01-01,1935
1970-02-01,1928
1970-03-01,1734
1970-04-01,1836
1970-05-01,1745
1970-06-01,2922
1970-07-01,2315
1970-08-01,2147
1970-09-01,2477
1970-10-01,2259
1970-11-01,2289
1970-12-01,2089
1971-01-01,2494
1971-02-01,2161
1971-03-01,1875
1971-04-01,1890
1971-05-01,1859
1971-06-01,2987
1971-07-01,2359
1971-08-01,2306
1971-09-01,2566
1971-10-01,2098
1971-11-01,2259
1971-12-01,2083
1972-01-01,2546
1972-02-01,2095
1972-03-01,2019
1972-04-01,1892
1972-05-01,1850
1972-06-01,3076
1972-07-01,2368
1972-08-01,2250
1972-09-01,2633
1972-10-01,2220
1972-11-01,2146
1972-12-01,1819
1973-01-01,2255
1973-02-01,2247
1973-03-01,1885
1973-04-01,1902
1973-05-01,1898
1973-06-01,3082
1973-07-01,2380
1973-08-01,2243
1973-09-01,2477
1973-10-01,1955
1973-11-01,2240
1973-12-01,2130
1974-01-01,2677
1974-02-01,2415
1974-03-01,2148
1974-04-01,1963
1974-05-01,2129
1974-06-01,3264
1974-07-01,2648
1974-08-01,2539
1974-09-01,3045
1974-10-01,2601
1974-11-01,2979
1974-12-01,2844
1975-01-01,3683
1975-02-01,2919
1975-03-01,2869
1975-04-01,2459
1975-05-01,2689
1975-06-01,3698
1975-07-01,3029
1975-08-01,2716
1975-09-01,3209
1975-10-01,2850
1975-11-01,2653
1975-12-01,2503
1976-01-01,3068
1976-02-01,2747
1976-03-01,2379
1976-04-01,2503
1976-05-01,2503
1976-06-01,3553
1976-07-01,3123
1976-08-01,2795
1976-09-01,3227
1976-10-01,2855
1976-11-01,2759
1976-12-01,2624
1977-01-01,3223
1977-02-01,2925
1977-03-01,2720
1977-04-01,2601
1977-05-01,2498
1977-06-01,3983
1977-07-01,3026
1977-08-01,2807
1977-09-01,3167
1977-10-01,2805
1977-11-01,2851
1977-12-01,2431
1978-01-01,3136
1978-02-01,2655
1978-03-01,2615
1978-04-01,2399
1978-05-01,2633
1978-06-01,3549
1978-07-01,3251
1978-08-01,2776
1978-09-01,3179
1978-10-01,2721
1978-11-01,2837
1978-12-01,2632
1979-01-01,3111
1979-02-01,2756
1979-03-01,2587
1979-04-01,2570
1979-05-01,2572
1979-06-01,3751
1979-07-01,3063
1979-08-01,3200
1979-09-01,3142
1979-10-01,2969
1979-11-01,2979
1979-12-01,2696
1980-01-01,3592
1980-02-01,2959
1980-03-01,2803
1980-04-01,2953
1980-05-01,3513
1980-06-01,4341
1980-07-01,3659
1980-08-01,3319
1980-09-01,3318
1980-10-01,3178
1980-11-01,3104
1980-12-01,2807
1981-01-01,3710
1981-02-01,3089
1981-03-01,2987
1981-04-01,2791
1981-05-01,3203
1981-06-01,4234
1981-07-01,3520
1981-08-01,3222
1981-09-01,3648
1981-10-01,3611
1981-11-01,3757
1981-12-01,3614
1982-01-01,4361
1982-02-01,3581
1982-03-01,3485
1982-04-01,3463
1982-05-01,3688
1982-06-01,4542
1982-07-01,4197
1982-08-01,3778
1982-09-01,4135
1982-10-01,3846
1982-11-01,3908
1982-12-01,3611
1983-01-01,4042
1983-02-01,3507
1983-03-01,3127
1983-04-01,3118
1983-05-01,3368
1983-06-01,4587
1983-07-01,3708
1983-08-01,3521
1983-09-01,3936
1983-10-01,3477
1983-11-01,3287
1983-12-01,3159
1984-01-01,3618
1984-02-01,3157
1984-03-01,2983
1984-04-01,2981
1984-05-01,3050
1984-06-01,4005
1984-07-01,3642
1984-08-01,3466
1984-09-01,3493
1984-10-01,3421
1984-11-01,3321
1984-12-01,3060
1985-01-01,3995
1985-02-01,3313
1985-03-01,3159
1985-04-01,3120
1985-05-01,3396
1985-06-01,4281
1985-07-01,3818
1985-08-01,3342
1985-09-01,3681
1985-10-01,3427
1985-11-01,3388
1985-12-01,3053
1986-01-01,3645
1986-02-01,3377
1986-03-01,3194
1986-04-01,3214
1986-05-01,3494
1986-06-01,4169
1986-07-01,3679
1986-08-01,3348
1986-09-01,3594
1986-10-01,3411
1986-11-01,3281
1986-12-01,2972
1987-01-01,3693
1987-02-01,3216
1987-03-01,3068
1987-04-01,2844
1987-05-01,3255
1987-06-01,3754
1987-07-01,3415
1987-08-01,3101
1987-09-01,3391
1987-10-01,3211
1987-11-01,3131
1987-12-01,2871
1988-01-01,3395
1988-02-01,2973
1988-03-01,2759
1988-04-01,2781
1988-05-01,3035
1988-06-01,3661
1988-07-01,3164
1988-08-01,3095
1988-09-01,3308
1988-10-01,3056
1988-11-01,3080
1988-12-01,2701
1989-01-01,3464
1989-02-01,3117
1989-03-01,2756
1989-04-01,2778
1989-05-01,3008
1989-06-01,3905
1989-07-01,3338
1989-08-01,3022
1989-09-01,3355
1989-10-01,3132
1989-11-01,3234
1989-12-01,2982
1990-01-01,3532
1990-02-01,3156
1990-03-01,2945
1990-04-01,2942
1990-05-01,3056
1990-06-01,3745
1990-07-01,3400
1990-08-01,3320
1990-09-01,3343
1990-10-01,3161
1990-11-01,3431
1990-12-01,3147
1991-01-01,3847
1991-02-01,3471
1991-03-01,3231
1991-04-01,3037
1991-05-01,3599
1991-06-01,4146
1991-07-01,3647
1991-08-01,3407
1991-09-01,3556
1991-10-01,3277
1991-11-01,3408
1991-12-01,3134
1992-01-01,3795
1992-02-01,3109
1992-03-01,3092
1992-04-01,2947
1992-05-01,3421
1992-06-01,4361
1992-07-01,3715
1992-08-01,3351
1992-09-01,3512
1992-10-01,3153
1992-11-01,3212
1992-12-01,2838
1993-01-01,3735
1993-02-01,3242
1993-03-01,2920
1993-04-01,3032
1993-05-01,3374
1993-06-01,4064
1993-07-01,3593
1993-08-01,3051
1993-09-01,3213
1993-10-01,3117
1993-11-01,2950
1993-12-01,2849
1994-01-01,3731
1994-02-01,2499
1994-03-01,2477
1994-04-01,2539
1994-05-01,2660
1994-06-01,3486
1994-07-01,3104
1994-08-01,2531
1994-09-01,2727
1994-10-01,2274
1994-11-01,2467
1994-12-01,2249
1995-01-01,3307
1995-02-01,2431
1995-03-01,2278
1995-04-01,2424
1995-05-01,2604
1995-06-01,3475
1995-07-01,2901
1995-08-01,2578
1995-09-01,2916
1995-10-01,2529
1995-11-01,2629
1995-12-01,2327
1996-01-01,3301
1996-02-01,2578
1996-03-01,2303
1996-04-01,2221
1996-05-01,2767
1996-06-01,3218
1996-07-01,2941
1996-08-01,2364
1996-09-01,2581
1996-10-01,2291
1996-11-01,2721
1996-12-01,2313
1997-01-01,3352
1997-02-01,2440
1997-03-01,2313
1997-04-01,2131
1997-05-01,2535
1997-06-01,3210
1997-07-01,2643
1997-08-01,2409
1997-09-01,2525
1997-10-01,2362
1997-11-01,2295
1997-12-01,2243
1998-01-01,3132
1998-02-01,2488
1998-03-01,2524
1998-04-01,2250
1998-05-01,2634
1998-06-01,3174
1998-07-01,2845
1998-08-01,2509
1998-09-01,2665
1998-10-01,2617
1998-11-01,2325
1998-12-01,2299
1999-01-01,2930
1999-02-01,2497
1999-03-01,2253
1999-04-01,2378
1999-05-01,2494
1999-06-01,3136
1999-07-01,2910
1999-08-01,2498
1999-09-01,2627
1999-10-01,2359
1999-11-01,2384
1999-12-01,2348
2000-01-01,2998
2000-02-01,2530
2000-03-01,2552
2000-04-01,2155
2000-05-01,2527
2000-06-01,3200
2000-07-01,2752
2000-08-01,2532
2000-09-01,2563
2000-10-01,2340
2000-11-01,2358
2000-12-01,2191
2001-01-01,3094
2001-02-01,2754
2001-03-01,2469
2001-04-01,2560
2001-05-01,2672
2001-06-01,3516
2001-07-01,2900
2001-08-01,2953
2001-09-01,2808
2001-10-01,2925
2001-11-01,2915
2001-12-01,2669
2002-01-01,3522
2002-02-01,2863
2002-03-01,2831
2002-04-01,2542
2002-05-01,2826
2002-06-01,3410
2002-07-01,3177
2002-08-01,2897
2002-09-01,2736
2002-10-01,2618
2002-11-01,2784
2002-12-01,2514
2003-01-01,3269
2003-02-01,2679
2003-03-01,2595
2003-04-01,2443
2003-05-01,2974
2003-06-01,3676
2003-07-01,2984
2003-08-01,2740
2003-09-01,2682
2003-10-01,2579
2003-11-01,2500
2003-12-01,2298
2004-01-01,3031
2004-02-01,2318
2004-03-01,2413
2004-04-01,2439
2004-05-01,2718
2004-06-01,3400
2004-07-01,3087
2004-08-01,2571
2004-09-01,2757
2004-10-01,2602
2004-11-01,2467
2004-12-01,2546
2005-01-01,2948
2005-02-01,2629
2005-03-01,2274
2005-04-01,2365
2005-05-01,2743
2005-06-01,3374
2005-07-01,2809
2005-08-01,2460
2005-09-01,2772
2005-10-01,2578
2005-11-01,2617
2005-12-01,2443
2006-01-01,2833
2006-02-01,2473
2006-03-01,2434
2006-04-01,2339
2006-05-01,2526
2006-06-01,3410
2006-07-01,2964
2006-08-01,2477
2006-09-01,2612
2006-10-01,2468
2006-11-01,2323
2006-12-01,2507
2007-01-01,2912
2007-02-01,2465
2007-03-01,2103
2007-04-01,2141
2007-05-01,2428
2007-06-01,3185
2007-07-01,2731
2007-08-01,2493
2007-09-01,2563
2007-10-01,2371
2007-11-01,2450
2007-12-01,2666
2008-01-01,2957
2008-02-01,2530
2008-03-01,2550
2008-04-01,2151
2008-05-01,3222
2008-06-01,3425
2008-07-01,3121
2008-08-01,3142
2008-09-01,2851
2008-10-01,2924
2008-11-01,3079
2008-12-01,3227
2009-01-01,4137
2009-02-01,3247
2009-03-01,3067
2009-04-01,2855
2009-05-01,3192
2009-06-01,3899
2009-07-01,3456
2009-08-01,2867
2009-09-01,2847
2009-10-01,2956
2009-11-01,2583
2009-12-01,2871
2010-01-01,3464
2010-02-01,2607
2010-03-01,2402
2010-04-01,2304
2010-05-01,2743
2010-06-01,3409
2010-07-01,3111
2010-08-01,2632
2010-09-01,2830
2010-10-01,2432
2010-11-01,2639
2010-12-01,2681
2011-01-01,3181
2011-02-01,2263
2011-03-01,2161
2011-04-01,2325
2011-05-01,2664
2011-06-01,3808
2011-07-01,2952
2011-08-01,2635
2011-09-01,2760
2011-10-01,2443
2011-11-01,2297
2011-12-01,2640
2012-01-01,2923
2012-02-01,2366
2012-03-01,2270
2012-04-01,2165
2012-05-01,2572
2012-06-01,3627
2012-07-01,3021
2012-08-01,2809
2012-09-01,2539
2012-10-01,2413
2012-11-01,2340
2012-12-01,2678
2013-01-01,3246
2013-02-01,2440
2013-03-01,2067
2013-04-01,2045
2013-05-01,2710
2013-06-01,3569
2013-07-01,2842
2013-08-01,2523
2013-09-01,2588
2013-10-01,2585
2013-11-01,2155
2013-12-01,2236
2014-01-01,2876
2014-02-01,2145
2014-03-01,2064
2014-04-01,1993
2014-05-01,2617
2014-06-01,3239
2014-07-01,2933
2014-08-01,2664
2014-09-01,2341
2014-10-01,2283
2014-11-01,2231
2014-12-01,2261
2015-01-01,2780
2015-02-01,2185
2015-03-01,2108
2015-04-01,2235
2015-05-01,2473
2015-06-01,3102
2015-07-01,2870
2015-08-01,2100
2015-09-01,2324
2015-10-01,2160
2015-11-01,2173
2015-12-01,2280
2016-01-01,2574
2016-02-01,2057
2016-03-01,2083
2016-04-01,2164
2016-05-01,2243
2016-06-01,3206
2016-07-01,2476
2016-08-01,2308
2016-09-01,2562
2016-10-01,2218
2016-11-01,2201
2016-12-01,2251
2017-01-01,2824
2017-02-01,2327
2017-03-01,2000
2017-04-01,1953
2017-05-01,2106
2017-06-01,3057
2017-07-01,2364
2017-08-01,2199
2017-09-01,2227
2017-10-01,1958
2017-11-01,2084
2017-12-01,2144
2018-01-01,2655
2018-02-01,2307
2018-03-01,1994
2018-04-01,1782
2018-05-01,1950
2018-06-01,2991
2018-07-01,2248
2018-08-01,2183
2018-09-01,2043
2018-10-01,1866
2018-11-01,1974
2018-12-01,2050
2019-01-01,2751
2019-02-01,2085
2019-03-01,1868
2019-04-01,1585
2019-05-01,2082
2019-06-01,2615
2019-07-01,2387
2019-08-01,2216
2019-09-01,1820
2019-10-01,1755
2019-11-01,1871
2019-12-01,2001
2020-01-01,2468
2020-02-01,1939
2020-03-01,3118
2020-04-01,13880
2020-05-01,3835
2020-06-01,3620
2020-07-01,3430
2020-08-01,2283
2020-09-01,2518
2020-10-01,2300
2020-11-01,2291
2020-12-01,2813
2021-01-01,2707
2021-02-01,2051
2021-03-01,1876
2021-04-01,2028
2021-05-01,1963
2021-06-01,2709
2021-07-01,2534
2021-08-01,2051
2021-09-01,2209
2021-10-01,1884
2021-11-01,1791
2021-12-01,1884
2022-01-01,2888
2022-02-01,1980
2022-03-01,2003
2022-04-01,1895
2022-05-01,1994
2022-06-01,2964
2022-07-01,2373
2022-08-01,2162
2022-09-01,2127
2022-10-01,2023
2022-11-01,2051
2022-12-01,2128
2023-01-01,2358
2023-02-01,2130
2023-03-01,1978
2023-04-01,1484
2023-05-01,2044
2023-06-01,2788
2023-07-01,2283
2023-08-01,2173
2023-09-01,2023
2023-10-01,2104
2023-11-01,1873
