"Date","LNU03023653"
2001-12-01,1207
2002-01-01,1794
2002-02-01,1535
2002-03-01,1337
2002-04-01,1097
2002-05-01,853
2002-06-01,922
2002-07-01,1253
2002-08-01,1101
2002-09-01,721
2002-10-01,735
2002-11-01,933
2002-12-01,1205
2003-01-01,1698
2003-02-01,1543
2003-03-01,1402
2003-04-01,1076
2003-05-01,944
2003-06-01,1000
2003-07-01,1216
2003-08-01,1030
2003-09-01,763
2003-10-01,739
2003-11-01,903
2003-12-01,1137
2004-01-01,1580
2004-02-01,1450
2004-03-01,1266
2004-04-01,943
2004-05-01,715
2004-06-01,868
2004-07-01,1152
2004-08-01,914
2004-09-01,615
2004-10-01,637
2004-11-01,797
2004-12-01,1040
2005-01-01,1473
2005-02-01,1330
2005-03-01,1181
2005-04-01,781
2005-05-01,662
2005-06-01,849
2005-07-01,1046
2005-08-01,813
2005-09-01,670
2005-10-01,637
2005-11-01,744
2005-12-01,1013
2006-01-01,1319
2006-02-01,1228
2006-03-01,1151
2006-04-01,841
2006-05-01,708
2006-06-01,884
2006-07-01,1020
2006-08-01,798
2006-09-01,582
2006-10-01,659
2006-11-01,808
2006-12-01,1054
2007-01-01,1556
2007-02-01,1421
2007-03-01,1078
2007-04-01,954
2007-05-01,750
2007-06-01,771
2007-07-01,1090
2007-08-01,865
2007-09-01,613
2007-10-01,737
2007-11-01,814
2007-12-01,1061
2008-01-01,1614
2008-02-01,1351
2008-03-01,1341
2008-04-01,1053
2008-05-01,856
2008-06-01,949
2008-07-01,1134
2008-08-01,1126
2008-09-01,904
2008-10-01,938
2008-11-01,1166
2008-12-01,1675
2009-01-01,2251
2009-02-01,2052
2009-03-01,1990
2009-04-01,1586
2009-05-01,1459
2009-06-01,1503
2009-07-01,1804
2009-08-01,1526
2009-09-01,1283
2009-10-01,1177
2009-11-01,1245
2009-12-01,1683
2010-01-01,2192
2010-02-01,2100
2010-03-01,2015
2010-04-01,1296
2010-05-01,1192
2010-06-01,1213
2010-07-01,1281
2010-08-01,1359
2010-09-01,910
2010-10-01,890
2010-11-01,1172
2010-12-01,1547
2011-01-01,1825
2011-02-01,1718
2011-03-01,1489
2011-04-01,1186
2011-05-01,1004
2011-06-01,1097
2011-07-01,1294
2011-08-01,1136
2011-09-01,813
2011-10-01,861
2011-11-01,955
2011-12-01,1385
2012-01-01,1892
2012-02-01,1526
2012-03-01,1354
2012-04-01,1009
2012-05-01,909
2012-06-01,1188
2012-07-01,1525
2012-08-01,1147
2012-09-01,787
2012-10-01,741
2012-11-01,877
2012-12-01,1244
2013-01-01,1772
2013-02-01,1425
2013-03-01,1312
2013-04-01,1080
2013-05-01,768
2013-06-01,1139
2013-07-01,1337
2013-08-01,986
2013-09-01,732
2013-10-01,1059
2013-11-01,912
2013-12-01,1109
2014-01-01,1493
2014-02-01,1341
2014-03-01,1236
2014-04-01,931
2014-05-01,770
2014-06-01,1002
2014-07-01,1131
2014-08-01,1070
2014-09-01,608
2014-10-01,593
2014-11-01,876
2014-12-01,1034
2015-01-01,1328
2015-02-01,1349
2015-03-01,1199
2015-04-01,871
2015-05-01,818
2015-06-01,1044
2015-07-01,1140
2015-08-01,954
2015-09-01,574
2015-10-01,645
2015-11-01,768
2015-12-01,1000
2016-01-01,1314
2016-02-01,1282
2016-03-01,1106
2016-04-01,748
2016-05-01,645
2016-06-01,1124
2016-07-01,1165
2016-08-01,1000
2016-09-01,694
2016-10-01,673
2016-11-01,723
2016-12-01,1117
2017-01-01,1518
2017-02-01,1307
2017-03-01,1125
2017-04-01,794
2017-05-01,575
2017-06-01,926
2017-07-01,1226
2017-08-01,1051
2017-09-01,568
2017-10-01,561
2017-11-01,807
2017-12-01,1010
2018-01-01,1333
2018-02-01,1172
2018-03-01,1007
2018-04-01,713
2018-05-01,533
2018-06-01,952
2018-07-01,1080
2018-08-01,893
2018-09-01,507
2018-10-01,507
2018-11-01,699
2018-12-01,834
2019-01-01,1432
2019-02-01,1088
2019-03-01,1029
2019-04-01,574
2019-05-01,594
2019-06-01,841
2019-07-01,1050
2019-08-01,863
2019-09-01,428
2019-10-01,468
2019-11-01,638
2019-12-01,873
2020-01-01,1109
2020-02-01,1069
2020-03-01,2223
2020-04-01,17878
2020-05-01,15034
2020-06-01,10596
2020-07-01,9444
2020-08-01,6206
2020-09-01,4280
2020-10-01,2870
2020-11-01,2615
2020-12-01,3124
2021-01-01,3215
2021-02-01,2546
2021-03-01,2202
2021-04-01,1944
2021-05-01,1562
2021-06-01,1796
2021-07-01,1455
2021-08-01,1283
2021-09-01,786
2021-10-01,693
2021-11-01,673
2021-12-01,834
2022-01-01,1467
2022-02-01,1164
2022-03-01,891
2022-04-01,731
2022-05-01,545
2022-06-01,815
2022-07-01,1037
2022-08-01,866
2022-09-01,463
2022-10-01,526
2022-11-01,608
2022-12-01,848
2023-01-01,1238
2023-02-01,1117
2023-03-01,961
2023-04-01,568
2023-05-01,503
2023-06-01,850
2023-07-01,873
2023-08-01,870
2023-09-01,478
2023-10-01,572
2023-11-01,720
