"Date","NEIPTERM156SFRBRIC"
2008-10-01,10.628347318823
2008-11-01,10.9898657878026
2008-12-01,11.424748066948
2009-01-01,11.8847495530194
2009-02-01,12.23462749279
2009-03-01,12.5078307031241
2009-04-01,12.5223057910985
2009-05-01,12.7963558063602
2009-06-01,12.8340751361366
2009-07-01,12.6748668290093
2009-08-01,12.676638174092
2009-09-01,12.6879442412976
2009-10-01,12.84037883776
2009-11-01,12.6999157702843
2009-12-01,12.765465105942
2010-01-01,12.5779508780292
2010-02-01,12.6565072276345
2010-03-01,12.6927006581276
2010-04-01,12.5229456399421
2010-05-01,12.3508676564799
2010-06-01,12.2371089004568
2010-07-01,12.3176487575971
2010-08-01,12.3944630167861
2010-09-01,12.4749795899882
2010-10-01,12.3902252604304
2010-11-01,12.5169892781336
2010-12-01,12.3441864806173
2011-01-01,12.1801102921479
2011-02-01,12.1179984437401
2011-03-01,12.0715938611131
2011-04-01,12.1908155952393
2011-05-01,12.1161936242417
2011-06-01,12.1988186188359
2011-07-01,12.1727260231762
2011-08-01,12.1555296058633
2011-09-01,12.1498047369471
2011-10-01,12.0653966024079
2011-11-01,11.9293725440151
2011-12-01,11.7961379772159
2012-01-01,11.6892399633374
2012-02-01,11.6737336918289
2012-03-01,11.5834245256658
2012-04-01,11.6076580098142
2012-05-01,11.6137863565864
2012-06-01,11.6416371056879
2012-07-01,11.6574727500256
2012-08-01,11.6551659769372
2012-09-01,11.5154577341694
2012-10-01,11.4724225836605
2012-11-01,11.4960532069225
2012-12-01,11.5132127406373
2013-01-01,11.6257256147518
2013-02-01,11.4881770583882
2013-03-01,11.3267595871075
2013-04-01,11.3884719738339
2013-05-01,11.3735213707365
2013-06-01,11.3902574783753
2013-07-01,11.2245705896672
2013-08-01,11.0512553813842
2013-09-01,11.0431231866292
2013-10-01,11.1960001738689
2013-11-01,10.8979514166856
2013-12-01,10.8529999618607
2014-01-01,10.6760767041425
2014-02-01,10.7291846196852
2014-03-01,10.734567782071
2014-04-01,10.5821692731301
2014-05-01,10.5817298750674
2014-06-01,10.5348282238908
2014-07-01,10.5585683785449
2014-08-01,10.5330460316318
2014-09-01,10.4111565130712
2014-10-01,10.3338358210703
2014-11-01,10.3263129570418
2014-12-01,10.1879650690825
2015-01-01,10.1862302936022
2015-02-01,10.134690813346
2015-03-01,10.06369204756
2015-04-01,10.0580505455783
2015-05-01,9.99967068651449
2015-06-01,9.94245877428598
2015-07-01,9.90914914826565
2015-08-01,9.76534871634907
2015-09-01,9.73576450272607
2015-10-01,9.74081080234495
2015-11-01,9.74117085940151
2015-12-01,9.65308526633593
2016-01-01,9.54022986365552
2016-02-01,9.56398898118345
2016-03-01,9.57101009336759
2016-04-01,9.61115990015556
2016-05-01,9.58908036016053
2016-06-01,9.44575770204386
2016-07-01,9.48714121993708
2016-08-01,9.48205552214632
2016-09-01,9.58255858211264
2016-10-01,9.62981103852932
2016-11-01,9.39927306814142
2016-12-01,9.37518938263014
2017-01-01,9.36889554282159
2017-02-01,9.27975670002389
2017-03-01,9.17701250861206
2017-04-01,9.08914863959958
2017-05-01,9.05287490003576
2017-06-01,8.98124690209552
2017-07-01,8.93579870807936
2017-08-01,9.03561465915443
2017-09-01,8.84887629428321
2017-10-01,8.80087001122121
2017-11-01,8.79467340883012
2017-12-01,8.83768951824666
2018-01-01,8.79557269662269
2018-02-01,8.79524350979876
2018-03-01,8.76688525474155
2018-04-01,8.72683000936264
2018-05-01,8.63267342117751
2018-06-01,8.62310692227621
2018-07-01,8.48687399386788
2018-08-01,8.51437841373242
2018-09-01,8.47876594007756
2018-10-01,8.49458153273805
2018-11-01,8.49179757325664
2018-12-01,8.55407712678302
2019-01-01,8.75351764703857
2019-02-01,8.50307053825827
2019-03-01,8.5277367518459
2019-04-01,8.45907440910216
2019-05-01,8.32797662507604
2019-06-01,8.33019205644403
2019-07-01,8.31315534985505
2019-08-01,8.24914296840637
2019-09-01,8.06995364098071
2019-10-01,8.07549225829691
2019-11-01,8.10427987015825
2019-12-01,8.09826631313001
2020-01-01,8.2046481412455
2020-02-01,8.27078910455973
2020-03-01,9.29919677046839
2020-04-01,17.7360137979853
2020-05-01,16.3603829699973
2020-06-01,14.2458987083405
2020-07-01,13.4972026663869
2020-08-01,12.0187663749555
2020-09-01,11.4878580441674
2020-10-01,10.5467246542793
2020-11-01,10.4970861247606
2020-12-01,10.4162670267088
2021-01-01,10.0892534997662
2021-02-01,10.1594890408879
2021-03-01,9.95153264893166
2021-04-01,9.82788304671205
2021-05-01,9.69506335580198
2021-06-01,9.46326614585187
2021-07-01,9.22035923600402
2021-08-01,8.97761699695349
2021-09-01,8.8493684194135
2021-10-01,8.71863524709126
2021-11-01,8.54337058536423
2021-12-01,8.38699474200894
2022-01-01,8.50903786220693
2022-02-01,8.43612801274995
2022-03-01,8.4145216729751
2022-04-01,8.39008173563532
2022-05-01,8.30183721384451
2022-06-01,8.18129186509875
2022-07-01,8.22986715827661
2022-08-01,8.1905027887512
2022-09-01,8.1629740774842
2022-10-01,8.14733683319395
2022-11-01,8.16305559204795
2022-12-01,8.11216690471568
2023-01-01,8.08788191052675
2023-02-01,8.14482109695388
2023-03-01,8.15045848850685
2023-04-01,8.05532144507356
2023-05-01,8.14426944786273
2023-06-01,8.16970043878609
2023-07-01,8.10886483046136
2023-08-01,8.17537369619478
2023-09-01,8.17940363560621
2023-10-01,8.22527318357383
2023-11-01,8.20311731785908
