"Date","NEIM156SFRBRIC"
2009-07-01,10.7434935005069
2009-08-01,10.7564468440426
2009-09-01,10.8282154153116
2009-10-01,10.9408866136767
2009-11-01,10.7958853834928
2009-12-01,10.8596871218674
2010-01-01,10.7683288502961
2010-02-01,10.7788912001182
2010-03-01,10.7548709180245
2010-04-01,10.6037719721544
2010-05-01,10.4916218354805
2010-06-01,10.4144285835716
2010-07-01,10.4783912499042
2010-08-01,10.5486412798707
2010-09-01,10.5792948951289
2010-10-01,10.5320123290519
2010-11-01,10.678253330974
2010-12-01,10.4819295528048
2011-01-01,10.3993551966328
2011-02-01,10.345241415406
2011-03-01,10.2606813046909
2011-04-01,10.3788224826036
2011-05-01,10.3157150499746
2011-06-01,10.4228577458732
2011-07-01,10.406127680485
2011-08-01,10.3416041325724
2011-09-01,10.3065786557806
2011-10-01,10.2611636336583
2011-11-01,10.1834963841599
2011-12-01,10.098609599846
2012-01-01,9.98555665127387
2012-02-01,9.96532085937931
2012-03-01,9.96949585771136
2012-04-01,9.97052285267808
2012-05-01,9.93168818246771
2012-06-01,9.9685153747092
2012-07-01,9.97766901163093
2012-08-01,10.0310923878287
2012-09-01,9.800360652491
2012-10-01,9.77667864582825
2012-11-01,9.83077164386768
2012-12-01,9.88396540282395
2013-01-01,9.99694591060141
2013-02-01,9.81400331901005
2013-03-01,9.75098407662086
2013-04-01,9.76094667318895
2013-05-01,9.7615211460364
2013-06-01,9.73583431902448
2013-07-01,9.57765672896898
2013-08-01,9.46935878764565
2013-09-01,9.4660107135087
2013-10-01,9.54577048446185
2013-11-01,9.32999626188114
2013-12-01,9.26177561729408
2014-01-01,9.22703448341959
2014-02-01,9.2454577642214
2014-03-01,9.23558451944716
2014-04-01,9.06373955023738
2014-05-01,9.13235461722545
2014-06-01,9.03116176908468
2014-07-01,9.07031526038952
2014-08-01,9.07374038531528
2014-09-01,9.01036965017174
2014-10-01,8.8804585934448
2014-11-01,8.93928148055358
2014-12-01,8.81094552030381
2015-01-01,8.84784422925209
2015-02-01,8.7959010499721
2015-03-01,8.74193163322679
2015-04-01,8.73927490629087
2015-05-01,8.69718646991024
2015-06-01,8.66896772038548
2015-07-01,8.66714301527911
2015-08-01,8.4556272557934
2015-09-01,8.55526568684452
2015-10-01,8.55521657396779
2015-11-01,8.51651442104129
2015-12-01,8.44660916065758
2016-01-01,8.37434094934081
2016-02-01,8.37396026647481
2016-03-01,8.37112969290326
2016-04-01,8.42613053791001
2016-05-01,8.3282832049602
2016-06-01,8.31578600110368
2016-07-01,8.3299583497948
2016-08-01,8.2628052564276
2016-09-01,8.44231166117596
2016-10-01,8.43684132368864
2016-11-01,8.28048352201258
2016-12-01,8.27232766644826
2017-01-01,8.23684955035433
2017-02-01,8.16564570649032
2017-03-01,8.09241070897545
2017-04-01,8.05027774304506
2017-05-01,8.0387504418735
2017-06-01,7.95359836369331
2017-07-01,7.9154380719818
2017-08-01,7.98574204190929
2017-09-01,7.87046442979298
2017-10-01,7.84724576619986
2017-11-01,7.86588296885813
2017-12-01,7.86359601484797
2018-01-01,7.80322975981188
2018-02-01,7.77126800512968
2018-03-01,7.77429109828488
2018-04-01,7.75517255913059
2018-05-01,7.68343432839425
2018-06-01,7.70363824746351
2018-07-01,7.6163813739522
2018-08-01,7.66744188683358
2018-09-01,7.62153281627273
2018-10-01,7.62669225038886
2018-11-01,7.59995187557826
2018-12-01,7.65183205236542
2019-01-01,7.72168960639244
2019-02-01,7.62160385431348
2019-03-01,7.61688428083253
2019-04-01,7.53289926946951
2019-05-01,7.49502287179837
2019-06-01,7.488323301798
2019-07-01,7.57497948398714
2019-08-01,7.43124593528748
2019-09-01,7.28869693419803
2019-10-01,7.26519632272942
2019-11-01,7.31410438264402
2019-12-01,7.29800321650652
2020-01-01,7.32722834057224
2020-02-01,7.3779627067851
2020-03-01,8.14067957070108
2020-04-01,15.5358642860779
2020-05-01,14.2903876646396
2020-06-01,12.5240730783711
2020-07-01,11.9370036017357
2020-08-01,10.6328544302162
2020-09-01,10.3312512978132
2020-10-01,9.30252253087677
2020-11-01,9.25618356539192
2020-12-01,9.2439941448194
2021-01-01,8.88933505074856
2021-02-01,8.94241299058039
2021-03-01,8.78405709243322
2021-04-01,8.77911645489991
2021-05-01,8.70004128438794
2021-06-01,8.57181412276087
2021-07-01,8.39131019957011
2021-08-01,8.18885321658725
2021-09-01,8.05545059024804
2021-10-01,7.9237915039694
2021-11-01,7.75793741320469
2021-12-01,7.63952290666279
2022-01-01,7.71535021559645
2022-02-01,7.59950793449839
2022-03-01,7.57476448522444
2022-04-01,7.59056865594619
2022-05-01,7.50250016828142
2022-06-01,7.47999022868868
2022-07-01,7.496736712293
2022-08-01,7.47105249533722
2022-09-01,7.49338410174605
2022-10-01,7.5071347218995
2022-11-01,7.49408643253624
2022-12-01,7.38556343850663
2023-01-01,7.24215558092003
2023-02-01,7.33105344296637
2023-03-01,7.33258986457486
2023-04-01,7.28901903111403
2023-05-01,7.46900004568931
2023-06-01,7.37103151081173
2023-07-01,7.36563896269033
2023-08-01,7.44897623827824
2023-09-01,7.47693900222689
2023-10-01,7.47571313721781
2023-11-01,7.48373302476038
