"Date","LAUMT463966000000004"
2018-04-01,2398
2018-05-01,2013
2018-06-01,2166
2018-07-01,1833
2018-08-01,2096
2018-09-01,1779
2018-10-01,1953
2018-11-01,1951
2018-12-01,2317
2019-01-01,2510
2019-02-01,2711
2019-03-01,2556
2019-04-01,2293
2019-05-01,2155
2019-06-01,2277
2019-07-01,1999
2019-08-01,2283
2019-09-01,1849
2019-10-01,1971
2019-11-01,2029
2019-12-01,2207
2020-01-01,2156
2020-02-01,2281
2020-03-01,2417
2020-04-01,8388
2020-05-01,5876
2020-06-01,4571
2020-07-01,3807
2020-08-01,3502
2020-09-01,2853
2020-10-01,2448
2020-11-01,2509
2020-12-01,2675
2021-01-01,2454
2021-02-01,2738
2021-03-01,2433
2021-04-01,2388
2021-05-01,2175
2021-06-01,2438
2021-07-01,1876
2021-08-01,2171
2021-09-01,1687
2021-10-01,1800
2021-11-01,1595
2021-12-01,1580
2022-01-01,1685
2022-02-01,1871
2022-03-01,1642
2022-04-01,1572
2022-05-01,1564
2022-06-01,1768
2022-07-01,1398
2022-08-01,1819
2022-09-01,1391
2022-10-01,1603
2022-11-01,1624
2022-12-01,1658
2023-01-01,1504
2023-02-01,1853
2023-03-01,1287
2023-04-01,1527
2023-05-01,1575
2023-06-01,1591
2023-07-01,1324
2023-08-01,1579
2023-09-01,1441
2023-10-01,1721
