"Date","LASST060000000000005"
1987-04-01,12831117
1987-05-01,12881285
1987-06-01,12928159
1987-07-01,12971311
1987-08-01,13012350
1987-09-01,13053851
1987-10-01,13095769
1987-11-01,13138322
1987-12-01,13178776
1988-01-01,13214733
1988-02-01,13246962
1988-03-01,13275848
1988-04-01,13303414
1988-05-01,13332188
1988-06-01,13363692
1988-07-01,13397748
1988-08-01,13433877
1988-09-01,13471753
1988-10-01,13511723
1988-11-01,13552984
1988-12-01,13593580
1989-01-01,13632369
1989-02-01,13666952
1989-03-01,13697894
1989-04-01,13726087
1989-05-01,13752764
1989-06-01,13780211
1989-07-01,13808739
1989-08-01,13838434
1989-09-01,13869342
1989-10-01,13902840
1989-11-01,13937435
1989-12-01,13970785
1990-01-01,14235508
1990-02-01,14329179
1990-03-01,14363110
1990-04-01,14369259
1990-05-01,14358647
1990-06-01,14334908
1990-07-01,14302549
1990-08-01,14264802
1990-09-01,14221998
1990-10-01,14174446
1990-11-01,14126733
1990-12-01,14082456
1991-01-01,14041881
1991-02-01,14007246
1991-03-01,13978756
1991-04-01,13956787
1991-05-01,13941896
1991-06-01,13933881
1991-07-01,13930842
1991-08-01,13930143
1991-09-01,13929655
1991-10-01,13926208
1991-11-01,13918928
1991-12-01,13908998
1992-01-01,13899792
1992-02-01,13893263
1992-03-01,13892272
1992-04-01,13895942
1992-05-01,13898720
1992-06-01,13896281
1992-07-01,13887168
1992-08-01,13872275
1992-09-01,13854154
1992-10-01,13836474
1992-11-01,13819527
1992-12-01,13804709
1993-01-01,13794715
1993-02-01,13789592
1993-03-01,13789663
1993-04-01,13794804
1993-05-01,13802686
1993-06-01,13809845
1993-07-01,13813359
1993-08-01,13813918
1993-09-01,13815494
1993-10-01,13821036
1993-11-01,13831117
1993-12-01,13845982
1994-01-01,13863654
1994-02-01,13880192
1994-03-01,13891567
1994-04-01,13897431
1994-05-01,13902417
1994-06-01,13911550
1994-07-01,13927712
1994-08-01,13950128
1994-09-01,13976634
1994-10-01,14005371
1994-11-01,14034864
1994-12-01,14060146
1995-01-01,14077198
1995-02-01,14088868
1995-03-01,14099170
1995-04-01,14111632
1995-05-01,14088435
1995-06-01,14073315
1995-07-01,14065570
1995-08-01,14061236
1995-09-01,14055290
1995-10-01,14044544
1995-11-01,14048728
1995-12-01,14009652
1996-01-01,14034613
1996-02-01,14064840
1996-03-01,14102011
1996-04-01,14145908
1996-05-01,14194736
1996-06-01,14246367
1996-07-01,14298555
1996-08-01,14349188
1996-09-01,14394854
1996-10-01,14433664
1996-11-01,14468388
1996-12-01,14503984
1997-01-01,14543009
1997-02-01,14586270
1997-03-01,14634967
1997-04-01,14687711
1997-05-01,14739373
1997-06-01,14786936
1997-07-01,14831156
1997-08-01,14873058
1997-09-01,14913798
1997-10-01,14953209
1997-11-01,14989426
1997-12-01,15023125
1998-01-01,15055216
1998-02-01,15086351
1998-03-01,15115208
1998-04-01,15142786
1998-05-01,15170968
1998-06-01,15199560
1998-07-01,15227742
1998-08-01,15257102
1998-09-01,15288403
1998-10-01,15320806
1998-11-01,15351428
1998-12-01,15378088
1999-01-01,15402202
1999-02-01,15426805
1999-03-01,15454688
1999-04-01,15486567
1999-05-01,15521145
1999-06-01,15557372
1999-07-01,15592715
1999-08-01,15626585
1999-09-01,15661301
1999-10-01,15698952
1999-11-01,15742402
1999-12-01,15790087
2000-01-01,15837398
2000-02-01,15880102
2000-03-01,15915844
2000-04-01,15944622
2000-05-01,15968867
2000-06-01,15990881
2000-07-01,16014170
2000-08-01,16042831
2000-09-01,16077742
2000-10-01,16118306
2000-11-01,16159985
2000-12-01,16196430
2001-01-01,16221805
2001-02-01,16232819
2001-03-01,16229316
2001-04-01,16213500
2001-05-01,16191476
2001-06-01,16168434
2001-07-01,16148575
2001-08-01,16129846
2001-09-01,16111501
2001-10-01,16095235
2001-11-01,16081351
2001-12-01,16071997
2002-01-01,16068216
2002-02-01,16068377
2002-03-01,16069886
2002-04-01,16073530
2002-05-01,16079713
2002-06-01,16088050
2002-07-01,16095366
2002-08-01,16099903
2002-09-01,16099890
2002-10-01,16092890
2002-11-01,16082472
2002-12-01,16072079
2003-01-01,16065489
2003-02-01,16065354
2003-03-01,16069800
2003-04-01,16072953
2003-05-01,16070128
2003-06-01,16063917
2003-07-01,16059225
2003-08-01,16060723
2003-09-01,16072530
2003-10-01,16094450
2003-11-01,16121723
2003-12-01,16148787
2004-01-01,16171157
2004-02-01,16188165
2004-03-01,16204247
2004-04-01,16223005
2004-05-01,16245756
2004-06-01,16272306
2004-07-01,16301677
2004-08-01,16330923
2004-09-01,16356394
2004-10-01,16376888
2004-11-01,16394216
2004-12-01,16412579
2005-01-01,16435427
2005-02-01,16463071
2005-03-01,16495869
2005-04-01,16533791
2005-05-01,16574980
2005-06-01,16613194
2005-07-01,16642343
2005-08-01,16660840
2005-09-01,16670184
2005-10-01,16675256
2005-11-01,16680410
2005-12-01,16687569
2006-01-01,16698861
2006-02-01,16714377
2006-03-01,16730993
2006-04-01,16745349
2006-05-01,16757871
2006-06-01,16770248
2006-07-01,16786840
2006-08-01,16810113
2006-09-01,16838653
2006-10-01,16870354
2006-11-01,16900814
2006-12-01,16924622
2007-01-01,16938382
2007-02-01,16943822
2007-03-01,16944145
2007-04-01,16944007
2007-05-01,16945471
2007-06-01,16949426
2007-07-01,16955401
2007-08-01,16962173
2007-09-01,16969958
2007-10-01,16976329
2007-11-01,16980264
2007-12-01,16982149
2008-01-01,16979728
2008-02-01,16972015
2008-03-01,16958869
2008-04-01,16940096
2008-05-01,16917726
2008-06-01,16894388
2008-07-01,16869967
2008-08-01,16841893
2008-09-01,16805122
2008-10-01,16755408
2008-11-01,16691191
2008-12-01,16614367
2009-01-01,16530013
2009-02-01,16445664
2009-03-01,16370975
2009-04-01,16310052
2009-05-01,16257221
2009-06-01,16206712
2009-07-01,16154640
2009-08-01,16100602
2009-09-01,16049842
2009-10-01,16007637
2009-11-01,15981193
2009-12-01,15975922
2010-01-01,15991766
2010-02-01,16020128
2010-03-01,16050996
2010-04-01,16078778
2010-05-01,16101040
2010-06-01,16113195
2010-07-01,16113653
2010-08-01,16106916
2010-09-01,16097746
2010-10-01,16092500
2010-11-01,16093722
2010-12-01,16100812
2011-01-01,16113386
2011-02-01,16127796
2011-03-01,16139805
2011-04-01,16147585
2011-05-01,16155067
2011-06-01,16169321
2011-07-01,16196030
2011-08-01,16234039
2011-09-01,16277760
2011-10-01,16320810
2011-11-01,16356584
2011-12-01,16381644
2012-01-01,16397835
2012-02-01,16411184
2012-03-01,16424830
2012-04-01,16440520
2012-05-01,16462781
2012-06-01,16494261
2012-07-01,16534689
2012-08-01,16581684
2012-09-01,16631825
2012-10-01,16678616
2012-11-01,16717341
2012-12-01,16747321
2013-01-01,16769858
2013-02-01,16789624
2013-03-01,16812502
2013-04-01,16842626
2013-05-01,16874399
2013-06-01,16900895
2013-07-01,16919448
2013-08-01,16930930
2013-09-01,16939401
2013-10-01,16951113
2013-11-01,16971722
2013-12-01,17001882
2014-01-01,17040259
2014-02-01,17083487
2014-03-01,17126546
2014-04-01,17164661
2014-05-01,17200175
2014-06-01,17238675
2014-07-01,17279967
2014-08-01,17324005
2014-09-01,17369795
2014-10-01,17413762
2014-11-01,17451977
2014-12-01,17484592
2015-01-01,17513360
2015-02-01,17539526
2015-03-01,17566611
2015-04-01,17594659
2015-05-01,17620363
2015-06-01,17640900
2015-07-01,17658045
2015-08-01,17674840
2015-09-01,17695331
2015-10-01,17724466
2015-11-01,17762494
2015-12-01,17804150
2016-01-01,17843140
2016-02-01,17875645
2016-03-01,17901022
2016-04-01,17921613
2016-05-01,17941250
2016-06-01,17961187
2016-07-01,17981056
2016-08-01,17999607
2016-09-01,18015129
2016-10-01,18028383
2016-11-01,18044658
2016-12-01,18068401
2017-01-01,18104833
2017-02-01,18143666
2017-03-01,18183179
2017-04-01,18220082
2017-05-01,18252450
2017-06-01,18277837
2017-07-01,18295974
2017-08-01,18307232
2017-09-01,18312935
2017-10-01,18316581
2017-11-01,18320848
2017-12-01,18331881
2018-01-01,18352744
2018-02-01,18384599
2018-03-01,18424514
2018-04-01,18461288
2018-05-01,18485203
2018-06-01,18495575
2018-07-01,18495896
2018-08-01,18493301
2018-09-01,18493118
2018-10-01,18497788
2018-11-01,18506174
2018-12-01,18516907
2019-01-01,18527572
2019-02-01,18537538
2019-03-01,18547526
2019-04-01,18561791
2019-05-01,18579975
2019-06-01,18599205
2019-07-01,18617193
2019-08-01,18635662
2019-09-01,18662231
2019-10-01,18694897
2019-11-01,18728829
2019-12-01,18751201
2020-01-01,18754316
2020-02-01,18739937
2020-03-01,18214858
2020-04-01,15715696
2020-05-01,15646706
2020-06-01,16424668
2020-07-01,16573188
2020-08-01,16690488
2020-09-01,16820909
2020-10-01,16903156
2020-11-01,16978055
2020-12-01,17039902
2021-01-01,17096125
2021-02-01,17165377
2021-03-01,17259385
2021-04-01,17367539
2021-05-01,17470425
2021-06-01,17570885
2021-07-01,17644769
2021-08-01,17724539
2021-09-01,17793674
2021-10-01,17886523
2021-11-01,17980818
2021-12-01,18095739
2022-01-01,18205836
2022-02-01,18301764
2022-03-01,18382817
2022-04-01,18455355
2022-05-01,18489323
2022-06-01,18512138
2022-07-01,18506108
2022-08-01,18488550
2022-09-01,18471241
2022-10-01,18475849
2022-11-01,18484393
2022-12-01,18482096
2023-01-01,18502244
2023-02-01,18496708
2023-03-01,18511385
2023-04-01,18536707
2023-05-01,18546423
2023-06-01,18554377
2023-07-01,18536327
2023-08-01,18507014
2023-09-01,18470943
2023-10-01,18442134
