"Date","LNU07200000"
2001-09-01,4262
2001-10-01,3523
2001-11-01,3468
2001-12-01,3097
2002-01-01,3233
2002-02-01,3765
2002-03-01,3044
2002-04-01,3196
2002-05-01,3897
2002-06-01,4604
2002-07-01,3792
2002-08-01,3902
2002-09-01,3745
2002-10-01,3740
2002-11-01,3590
2002-12-01,3017
2003-01-01,3564
2003-02-01,3372
2003-03-01,3308
2003-04-01,3226
2003-05-01,3508
2003-06-01,4591
2003-07-01,3721
2003-08-01,3895
2003-09-01,3906
2003-10-01,4204
2003-11-01,3644
2003-12-01,3138
2004-01-01,3355
2004-02-01,3254
2004-03-01,3368
2004-04-01,3501
2004-05-01,3547
2004-06-01,4419
2004-07-01,4461
2004-08-01,3606
2004-09-01,4061
2004-10-01,4126
2004-11-01,3586
2004-12-01,3285
2005-01-01,3397
2005-02-01,3444
2005-03-01,3394
2005-04-01,3951
2005-05-01,3778
2005-06-01,4959
2005-07-01,4415
2005-08-01,3699
2005-09-01,4327
2005-10-01,4044
2005-11-01,3298
2005-12-01,3635
2006-01-01,3417
2006-02-01,3874
2006-03-01,3712
2006-04-01,3836
2006-05-01,3964
2006-06-01,5345
2006-07-01,4221
2006-08-01,3915
2006-09-01,4432
2006-10-01,4289
2006-11-01,3831
2006-12-01,3877
2007-01-01,3593
2007-02-01,3990
2007-03-01,3780
2007-04-01,3412
2007-05-01,3789
2007-06-01,5290
2007-07-01,4065
2007-08-01,3962
2007-09-01,4319
2007-10-01,3868
2007-11-01,3723
2007-12-01,3249
2008-01-01,3453
2008-02-01,3617
2008-03-01,3640
2008-04-01,3469
2008-05-01,3727
2008-06-01,4485
2008-07-01,4008
2008-08-01,3685
2008-09-01,3884
2008-10-01,3653
2008-11-01,3096
2008-12-01,3074
2009-01-01,3297
2009-02-01,3316
2009-03-01,3097
2009-04-01,3395
2009-05-01,3201
2009-06-01,3935
2009-07-01,3826
2009-08-01,3288
2009-09-01,3459
2009-10-01,3438
2009-11-01,2932
2009-12-01,2917
2010-01-01,3500
2010-02-01,3319
2010-03-01,3313
2010-04-01,3266
2010-05-01,3245
2010-06-01,3819
2010-07-01,3882
2010-08-01,3573
2010-09-01,3975
2010-10-01,3321
2010-11-01,3206
2010-12-01,3256
2011-01-01,3375
2011-02-01,3367
2011-03-01,3277
2011-04-01,3317
2011-05-01,3473
2011-06-01,4202
2011-07-01,3962
2011-08-01,3473
2011-09-01,4324
2011-10-01,3483
2011-11-01,3241
2011-12-01,3232
2012-01-01,3229
2012-02-01,3497
2012-03-01,3283
2012-04-01,3199
2012-05-01,3582
2012-06-01,4509
2012-07-01,3884
2012-08-01,4041
2012-09-01,4051
2012-10-01,3637
2012-11-01,3207
2012-12-01,3389
2013-01-01,3298
2013-02-01,3701
2013-03-01,3558
2013-04-01,3644
2013-05-01,3891
2013-06-01,4390
2013-07-01,3982
2013-08-01,3958
2013-09-01,4096
2013-10-01,3653
2013-11-01,3411
2013-12-01,3271
2014-01-01,4112
2014-02-01,3731
2014-03-01,3820
2014-04-01,3290
2014-05-01,4147
2014-06-01,4513
2014-07-01,4178
2014-08-01,4042
2014-09-01,4165
2014-10-01,4358
2014-11-01,3510
2014-12-01,3591
2015-01-01,4386
2015-02-01,4374
2015-03-01,4006
2015-04-01,4181
2015-05-01,4342
2015-06-01,4828
2015-07-01,4863
2015-08-01,4308
2015-09-01,4247
2015-10-01,4575
2015-11-01,3908
2015-12-01,3946
2016-01-01,4444
2016-02-01,4533
2016-03-01,4207
2016-04-01,3874
2016-05-01,4020
2016-06-01,5120
2016-07-01,4658
2016-08-01,4094
2016-09-01,4741
2016-10-01,3897
2016-11-01,4147
2016-12-01,4058
2017-01-01,4418
2017-02-01,4620
2017-03-01,4337
2017-04-01,3978
2017-05-01,4041
2017-06-01,5660
2017-07-01,4843
2017-08-01,4208
2017-09-01,5406
2017-10-01,4165
2017-11-01,4227
2017-12-01,3955
2018-01-01,4437
2018-02-01,4817
2018-03-01,4172
2018-04-01,4019
2018-05-01,4073
2018-06-01,5488
2018-07-01,5172
2018-08-01,4631
2018-09-01,5024
2018-10-01,4478
2018-11-01,4272
2018-12-01,4227
2019-01-01,4383
2019-02-01,4955
2019-03-01,4139
2019-04-01,3825
2019-05-01,4629
2019-06-01,5272
2019-07-01,5105
2019-08-01,4732
2019-09-01,4899
2019-10-01,4604
2019-11-01,4270
2019-12-01,4200
2020-01-01,4638
2020-02-01,4494
2020-03-01,3669
2020-04-01,2990
2020-05-01,5119
2020-06-01,5150
2020-07-01,4730
2020-08-01,4509
2020-09-01,4403
2020-10-01,4925
2020-11-01,3805
2020-12-01,4044
2021-01-01,4076
2021-02-01,4228
2021-03-01,4155
2021-04-01,4303
2021-05-01,4299
2021-06-01,5025
2021-07-01,5535
2021-08-01,4496
2021-09-01,5263
2021-10-01,4818
2021-11-01,4567
2021-12-01,4074
2022-01-01,4737
2022-02-01,4787
2022-03-01,4448
2022-04-01,4323
2022-05-01,4593
2022-06-01,5516
2022-07-01,5077
2022-08-01,4797
2022-09-01,5283
2022-10-01,4636
2022-11-01,4146
2022-12-01,4651
2023-01-01,4864
2023-02-01,5201
2023-03-01,4346
2023-04-01,4192
2023-05-01,4192
2023-06-01,5647
2023-07-01,5144
2023-08-01,4587
2023-09-01,5112
2023-10-01,4282
2023-11-01,4329
