"Date","LAUMT043914000000004"
2000-06-01,3262
2000-07-01,3297
2000-08-01,3367
2000-09-01,2958
2000-10-01,2912
2000-11-01,2797
2000-12-01,2881
2001-01-01,3520
2001-02-01,3237
2001-03-01,3334
2001-04-01,2960
2001-05-01,2850
2001-06-01,3392
2001-07-01,3354
2001-08-01,3666
2001-09-01,3450
2001-10-01,3871
2001-11-01,3937
2001-12-01,4149
2002-01-01,4856
2002-02-01,4634
2002-03-01,4609
2002-04-01,4323
2002-05-01,4239
2002-06-01,4861
2002-07-01,4631
2002-08-01,4633
2002-09-01,4281
2002-10-01,4471
2002-11-01,4489
2002-12-01,4424
2003-01-01,4799
2003-02-01,4545
2003-03-01,4399
2003-04-01,4155
2003-05-01,4072
2003-06-01,4772
2003-07-01,4476
2003-08-01,4467
2003-09-01,4277
2003-10-01,4220
2003-11-01,4038
2003-12-01,4033
2004-01-01,4816
2004-02-01,4324
2004-03-01,4415
2004-04-01,4097
2004-05-01,3769
2004-06-01,4164
2004-07-01,3997
2004-08-01,3995
2004-09-01,3974
2004-10-01,3811
2004-11-01,3548
2004-12-01,3467
2005-01-01,4056
2005-02-01,4009
2005-03-01,3983
2005-04-01,3888
2005-05-01,3565
2005-06-01,4090
2005-07-01,4100
2005-08-01,4202
2005-09-01,4335
2005-10-01,4111
2005-11-01,3929
2005-12-01,3684
2006-01-01,4280
2006-02-01,4014
2006-03-01,3840
2006-04-01,3862
2006-05-01,3507
2006-06-01,4216
2006-07-01,4254
2006-08-01,4202
2006-09-01,4075
2006-10-01,3808
2006-11-01,3717
2006-12-01,3574
2007-01-01,4096
2007-02-01,3536
2007-03-01,3425
2007-04-01,3236
2007-05-01,2855
2007-06-01,3446
2007-07-01,3548
2007-08-01,3410
2007-09-01,3405
2007-10-01,3540
2007-11-01,3679
2007-12-01,3971
2008-01-01,4425
2008-02-01,4120
2008-03-01,4304
2008-04-01,4102
2008-05-01,4622
2008-06-01,5465
2008-07-01,6002
2008-08-01,6524
2008-09-01,6718
2008-10-01,6914
2008-11-01,7169
2008-12-01,7988
2009-01-01,9242
2009-02-01,9384
2009-03-01,9831
2009-04-01,9373
2009-05-01,9406
2009-06-01,10071
2009-07-01,10501
2009-08-01,10434
2009-09-01,10610
2009-10-01,10540
2009-11-01,10297
2009-12-01,10448
2010-01-01,11362
2010-02-01,10782
2010-03-01,10659
2010-04-01,10114
2010-05-01,9946
2010-06-01,10280
2010-07-01,10486
2010-08-01,10449
2010-09-01,10130
2010-10-01,9622
2010-11-01,9737
2010-12-01,9571
2011-01-01,10295
2011-02-01,9624
2011-03-01,9425
2011-04-01,8883
2011-05-01,8682
2011-06-01,10118
2011-07-01,9686
2011-08-01,9302
2011-09-01,8929
2011-10-01,8699
2011-11-01,8086
2011-12-01,8189
2012-01-01,8791
2012-02-01,8380
2012-03-01,8039
2012-04-01,7568
2012-05-01,7877
2012-06-01,8500
2012-07-01,8581
2012-08-01,8267
2012-09-01,7652
2012-10-01,7693
2012-11-01,7181
2012-12-01,7614
2013-01-01,8352
2013-02-01,7643
2013-03-01,7436
2013-04-01,7105
2013-05-01,7102
2013-06-01,7867
2013-07-01,7523
2013-08-01,7449
2013-09-01,7036
2013-10-01,6754
2013-11-01,6267
2013-12-01,6244
2014-01-01,6690
2014-02-01,6392
2014-03-01,6401
2014-04-01,5507
2014-05-01,5740
2014-06-01,6321
2014-07-01,6334
2014-08-01,6284
2014-09-01,5825
2014-10-01,5733
2014-11-01,5689
2014-12-01,5575
2015-01-01,6143
2015-02-01,5617
2015-03-01,5421
2015-04-01,5280
2015-05-01,5180
2015-06-01,5832
2015-07-01,5747
2015-08-01,5589
2015-09-01,5275
2015-10-01,5187
2015-11-01,5115
2015-12-01,4996
2016-01-01,5329
2016-02-01,5160
2016-03-01,5221
2016-04-01,4976
2016-05-01,4603
2016-06-01,5228
2016-07-01,5199
2016-08-01,5051
2016-09-01,5218
2016-10-01,4805
2016-11-01,4640
2016-12-01,4603
2017-01-01,5177
2017-02-01,4952
2017-03-01,4640
2017-04-01,4423
2017-05-01,4420
2017-06-01,4621
2017-07-01,4582
2017-08-01,4662
2017-09-01,4428
2017-10-01,4175
2017-11-01,4309
2017-12-01,4305
2018-01-01,4728
2018-02-01,4580
2018-03-01,4294
2018-04-01,4190
2018-05-01,4000
2018-06-01,4765
2018-07-01,4643
2018-08-01,4673
2018-09-01,4581
2018-10-01,4407
2018-11-01,4476
2018-12-01,4642
2019-01-01,5207
2019-02-01,4631
2019-03-01,4647
2019-04-01,4460
2019-05-01,4521
2019-06-01,5036
2019-07-01,5087
2019-08-01,4905
2019-09-01,4358
2019-10-01,4457
2019-11-01,4437
2019-12-01,4261
2020-01-01,4742
2020-02-01,4511
2020-03-01,5319
2020-04-01,15014
2020-05-01,11368
2020-06-01,9639
2020-07-01,9127
2020-08-01,7457
2020-09-01,6769
2020-10-01,6097
2020-11-01,5889
2020-12-01,5994
2021-01-01,5844
2021-02-01,5648
2021-03-01,5263
2021-04-01,5178
2021-05-01,4936
2021-06-01,5363
2021-07-01,4787
2021-08-01,4256
2021-09-01,3868
2021-10-01,3386
2021-11-01,3129
2021-12-01,2893
2022-01-01,3543
2022-02-01,3487
2022-03-01,3217
2022-04-01,3458
2022-05-01,3611
2022-06-01,4280
2022-07-01,4241
2022-08-01,4258
2022-09-01,4083
2022-10-01,3797
2022-11-01,3447
2022-12-01,3288
2023-01-01,3303
2023-02-01,3329
2023-03-01,3523
2023-04-01,3488
2023-05-01,3715
2023-06-01,4634
2023-07-01,5041
2023-08-01,4265
2023-09-01,4245
2023-10-01,4300
